index,descriptors,area/point,core/prop,tags
60733fc1-3ef9-4115-bbef-872e6c2e8cda,first aid kit|med kit|medkit|emergency kit|health kit|medical kit|first aid box|first aid pack,,core,emergency=first_aid_kit
39ca0134-5e6c-4648-8a8e-8539e3a6c311,lifeboat|marine rescue|boat rescue|lifeboat station,,core,emergency=water_rescue
cbfde4f0-77d9-4741-a4e6-a4b8482905db,wi-fi hotspot|wi-fi|public wifi|internet hotspot|wi-fi zone|wifi hotspot,,prop,internet_access=wlan
7582aeeb-55c3-4bbc-8421-09b1c747bd79,Courtyard|yard|atrium|backyard,area,core,man_made=courtyard
51021250-5ea3-47e9-b373-dd52a488849f,ceremonial gate|religious gate|temple gate|shrine gate|ornamental gate|decorative gate arch|ceremonial archway|korean temple gate|buddhist temple gate|religious entrance arch|sacred gate|ceremonial city entrance gate|monumental gate,,core,"man_made=ceremonial_gate, ceremonial_gate=*, historic=city_gate"
61a1ccf0-5747-43b0-9ab9-515b52786f14,paifang|paifang gate|chinese gate|chinese archway|traditional chinese gate|pailou|pailau|paifong|decorative chinese arch|chinatown gate|chinese ceremonial gate|shanmen gate|temple paifang|ornamental chinese gate|chinese city gate arch|chinese entrance arch,,core,ceremonial_gate=paifang
11d71f16-a52c-4de6-b125-81e55b26f3e6,Torii|japanese gate|Shinto gate|traditional japanese gate|nippon gate|japanese ceremonial gate,,,"man_made=torii, ceremonial_gate=torii"
e2f23265-d454-47e0-8cef-f52a0ecf8a2f,Korean traditional gate|Korean gate|Korean ceremonial gate|hongsalmun|Iljuman,,,"ceremonial_gate=hongsalmun, ceremonial_gate=Iljumun"
7cd1971a-c70c-439e-96ea-55498fafb8af,Vietnamese traditional gate|Vietnamese ceremonial gate|Vietnamese gate|Tam Quan,,,ceremonial_gate=tam_quan
e803c9a7-7ef7-4881-b23b-976fced22a6d,Obelisk|standing stone|triumphale stele|monumental pillar|stone monolith,,core,man_made=obelisk
cafdd5b5-b3ac-4c0b-bb24-9e4a7f5d3a5c,Wind Turbine|aerorotor|wind generator|wind power unit|wind rotor,,core,"power=generator AND generator:source=wind, generator:method=wind_turbine, plant:method=wind_turbine, generator:type=wind_turbine"
9a86e90e-837f-4ffa-b944-0a1d7bffd460,windmill|wind pump|aero engine,,core,"man_made=windmill, man_made=windpump"
e72af345-dcc0-4b4f-86ee-ad07899d29aa,Nuclear Reactor|nuclear power reactor | nuclear energy reactor|nuclear unit|nuclear facility|atomic reactor|fission reactor,,core,"power=generator AND generator:source=nuclear, power=generator AND generator:method=fission"
4d35cd90-a785-4a86-8b50-17fea8d19c32,Water Turbine|water dam|hydroelectricity,,core,power=generator AND generator:source=hydro
cbde6461-70aa-4269-9ea4-7b1cd4fc1e11,Solar Panel|photovoltaic|PV|sunlight energy|solar power plant|solar energy plant|PV farm|PV installation|Solar farm,,core,"power=generator AND generator:method=photovoltaic, power=plant AND plant:source=solar"
70557324-4eb4-4ba8-880e-11503954c62c,Wind Farm|offshore wind|wind park|wind power plant|wind energy plant,,core,power=plant AND plant:source=wind
caa2e0e4-4876-4a46-8dba-201c43c4e3e0,Waste Incineration Power Plant|garbage incinerator,,core,power=plant AND plant:source=waste
77a3c278-9c2b-4589-bf52-c819cfd684c6,Coal-Fired Power Plant|coal fired energy plant,area,core,power=plant AND plant:source=coal
9e90ecc0-5ff3-4351-ab9b-ccec7706f9fd,Nuclear Power Plant|atomic power plant|nuclear energy plant,area,core,power=plant AND plant:source=nuclear
5a9f4ed8-8b72-499e-bb5f-70371c43c260,Cooling Tower|cooling structure|condenser tower,,core,man_made=tower AND tower:type=cooling
b3b671fd-5120-4787-bb64-6b0ce4a46c5c,Hydroelectric Power Station|water power plant|tidal power plant|hydro power plant,area,core,power=plant AND plant:source=hydro
49e035eb-7c3f-4639-87c9-df84f47fafc2,Oil-Fired Power Plant|oil power station,area,core,power=plant AND plant:source=oil
e4cca8d1-1fb0-4761-ac6e-945097fd2347,Gas-Fired Power Plant|gas power station,area,core,power=plant AND plant:source=gas
449ca714-9702-44f9-a2b0-7e12377a06bc,Parking Ticket Vending Machine|parking ticket|parking meter|parking fee machine|pay-and-display machine,,core,amenity=vending_machine AND vending=parking_tickets
7cb5ddd1-72b1-4de9-aea9-21670b5c725f,Cycling track|running track|athletics track|sprint track|sprint runway|100m sprint track|athletics sprint track|short sprint track|sprinting track|sprint running lane|track and field sprint track|athletics sprint straight|triple jump runway|triple jump track|athletics triple jump runway|triple jump lane|triple jump facility|triple jump sports track|triple jump field|outdoor triple jump runway|athletics jumping runway|triple jump athletics area|long jump runway|long jump track|long jump pit|athletics long jump runway|athletics long jump pit|athletics jumping area|field event long jump|long jump facility|long jump lane|track and field long jump|steeplechase track|steeplechase running track|athletics steeplechase track|steeplechase course|water jump steeplechase track|steeplechase runway|steeplechase obstacle track|track and field steeplechase|steeplechase lane|horizontal jumps pit|triple jump sand runway|triple jump sand pit|triple jump landing pit|athletics triple jump pit,,core,"leisure=track AND sport=cycling, leisure=track AND sport=running, leisure=track AND sport=athletics, sport=athletics"
7279abe3-e3e0-44a8-a41f-097bab2ec55a,Horse Racetrack|equestrian race track|horse racing|horse race track|horse track|horse racecourse|horse race course|horse racing course|horse racing circuit|horse racing venue|horse racing stadium|horse racing arena|horse race ground|horse racetrack facility|equestrian racetrack|equestrian racecourse|thoroughbred racetrack|horse racing park|horse racing track|horse racing sports centre|horse racetrack complex|horse racing facility|hippodrome|gallop track|horse race park,area,core,sport=horse_racing
05fa814a-d51f-4e99-b9d4-f57501c1cb59,Advertising Totem|Poster Box|Billboard|Notice Board|advertising board|advertising column|advertising screen|advertising sign|advertising tarp,,core,advertising=***any***
d67a2fc2-e4e4-424b-96df-a55c6c5bb75b,Destination Sign|destination board|route sign|transit sign|route display|headsign|exit sign|motorway exit sign|highway exit sign|direction sign|route direction sign|road destination sign|overhead destination sign|freeway exit sign|junction destination board|exit direction board,,core,"street_sign=destination_sign, type=destination_sign"
300ec636-be1d-4976-b369-2f4c148e264e,Hiking route|walking route|outdoor sports|hiking route relation|marked hiking trail route|long distance hiking route|waymarked hiking route|official hiking trail route|hiking itinerary|hiking network route|walking trail route relation|mountaineering route|alpine climbing route|alpine ascent route|foot route|walking route relation|marked walking route|designated walking route|footpath route|pedestrian route|walking trail route|long distance walking route|urban walking route|waymarked walking route,area,core,"route=hiking, route=walking, route=foot"
9120d978-b1e1-42f5-b8d2-7a288b4f869d,bicycle route|mountain bike route|mtb trail|mountain biking trail|mountain bike path|downhill mountain bike route|enduro mountain bike trail|cross country mtb route|all mountain bike trail|singletrack mtb trail|mountain biking route|cycling route|bike route|cycle route|long distance cycle route|national cycle route|regional cycle route|signed bike route|waymarked cycle route|bike trail|cycling itinerary|cycle touring route|,area,core,"route=bicyle, route=mtb"
9b742118-7ec0-48b3-83a0-90cca784fe2b,ski route|piste route|ski touring route|ski trail route|marked ski route|winter sports route|backcountry ski route|ski touring itinerary|piste network route|skiing route,area,core,route=piste
70cd60f1-2c64-4a56-9cd4-d2a2bb13e01a,public transport routes|tram route|metro route|tram line|metro line|transit route|public transit line|train route|train line|railway route|railway line|commuter rail line|commuter train route|regional train line|passenger train route|suburban train line|intercity train route|rail line|rail route|railroad route|railroad line|passenger rail line|regional train route|intercity train line|light rail route|light rail line|light rail service|light rail transit line|light rail corridor|urban light rail route|city light rail line|light rail public transport route|light rail network line|light rail path|subway line|subway route|underground line|underground route|tube line|tube route|rapid transit line|subway service|metro service|urban rail line|city subway line|monorail route|monorail line|monorail transit route|urban monorail line|public transport monorail route|elevated monorail line|city monorail route|monorail railway line|monorail service route|mass transit monorail line|railroad track|railway track|train track,area,core,"route=train, route=tram, route=subway, route=monorail, route=subway, route=subway, route=railway, railway=rail, railway=light_rail, railway=miniature, railway=narrow_gauge, railway=subway, railway=tram"
3fe0f608-b2e5-4695-a9f1-6c4eaf6eb181,bus route|bus line|bus route relation|bus line relation|mapped bus line|public transport bus line|public transport bus route|city bus line|urban bus route|regional bus route|long distance bus route|intercity bus line|trolleybus route|trolleybus line|trolley bus route|trolley bus line|electric bus route|electric bus line|trolleybus public transport route|trolleybus transit line|trolleybus network line|urban trolleybus route,area,core,"route=bus, route=trolleybus"
dcc5041f-2bc0-4198-bdcd-30b8bc59315c,ferry route|ferry line|ferry service|passenger ferry route|car ferry route|vehicle ferry route|water bus line|water shuttle route|water taxi route|boat route|maritime transport route|ferry service route|public ferry line|water transport route|marine transit route|ferry corridor|scheduled ferry route|public water ferry line|,area,core,route=ferry
bd49acbd-7616-4d31-bf90-97060b294231,Garden Center|flower store|gardening store|flower boutique|plant store|garden shop|Florist|Flower Shop|Floral Boutique,area,core,"shop=garden_centre, shop=flowers, shop=florist"
cf7967c9-0781-406a-978e-5a6588ce57ce,Computer Store|computer shop|computer retail outlet|laptop store|computer hardware shop|PC store,,core,shop=computer
9071f3b5-5e79-4893-8571-8f980df17031,rental shop|rental store|gear rental|hire shop|leasing shop,,core,shop=rental
8c8f4d34-e4ce-4c31-8875-0257eb279f48,Chocolate Store|candy store|candy shop|chocolatier,,core,shop=rental
58671520-07f4-4908-8600-b109ad41ecad,Outdoor store|outdoor gear shop|outdoor equipment store|camping store|hiking gear shop|outdoor outfitter,,core,shop=outdoor
c70acb3a-4dcc-4c45-91c4-08f37e309c62,Funeral Home|morgue|crematorium|mortuary,,core,"shop=funeral_directors, amenity=mortuary"
16e67be7-5184-4754-a770-2cc0266579e5,Storage Rental|self-storage|warehouse rental,,core,shop=storage_rental
318b8e1a-a00b-45bc-b603-5a7ecf4a2f5c,Erotic Store | sex shop|adult store|adult shop|love shop|adult toy store|erotic boutique,,core,"shop=erotic, shop=sex"
bc505866-2b56-4ffe-b403-e9ce3195ddc1,Motorcycle Repair Shop||motorcycle garage|motorbike workshop|motorbike mechanic,,core,shop=motorcycle_repair
76fa1e8e-a9dd-4fa8-93ec-efc51df1952b,Butcher|meat carver|meat vendor|Butcher Shop|Meat Market|Fresh Meat Store|Meat Counter,,core,shop=butcher
b430134e-917c-4c3a-894f-3df07d073cb8,Furnishing Store|carpet store|mattress specialist|curtain shop|mattress store|luggage shop|Home Interiors Store|Bedding & Bath Store|Carpet Shop|Curtain Store,,core,"shop=bathroom_furnishing, shop=carpet, shop=curtains, shop=bed, shop=luggage"
14d7b4a5-ef9e-41eb-841f-f90eae8fc6da,house number|building number|unit number|dwelling number|property number,,prop,addr:housenumber~***example***
e14eab63-e0ef-48aa-bb0a-2b131f501c58,roof material|roof sheeting|roofing material|roofing|roof surfacing,,prop,roof:material=***example***
e12593c7-c65d-4f09-96d0-3de13cea205a,elevator|lift|building elevator|external elevator|outdoor lift|glass elevator|hoist|elevator present|lift available|building has elevator|accessible by lift|elevator access,,prop,elevator=yes
b9b7c358-215f-450a-a51d-880ac144efaa,pet shop|animal shop|animal care shop|pet store,,core,"shop=pet, shop=pet_grooming"
37254e0e-6881-45d1-9eae-93d1a1c0c283,stadium|stadion|pitch|sports centre|sport pitch|(sport) field,,core,"leisure=stadium, leisure=pitch, building=stadium, stadium=football, stadium=soccer, leisure=sports_centre"
54ad168d-a7f0-47cc-9708-8ef533969a5d,sport|Sport Type|Sport Played Here|Sports Category,,prop,sport=***example***
cf0b8ae9-f92d-424d-8e7d-458d17320a37,building|a building|some kind of building|Facility ,,core,building=***any***
7bb4f870-6e50-42fd-b6c2-2ae0fb3bfa05,(building) colour|(wall) color|painting color|color|colour|hue|shade|tint|Exterior Colour|Primary Surface Color|primary colour,,prop,"building:colour=***example***, colour=***example***, building:colour=***example***, roof:colour=***example***"
9b49cd47-4063-4d91-9922-f9cb71f560ae,roof color|roof colour|roofing color|roofing colour|rooftop shade|Rooftop Hue,,prop,roof:colour=***example***
4c7a4737-aeb4-40f4-a29a-134d432f8ba5,vegan|vegan diet|plant-based|Vegan-Friendly|Vegan Options Available|Offers Vegan Choices|Accommodates Vegan Diets|Plant-Based Options|Vegan-Only|Fully Vegan|100% Plant-Based ,,prop,"diet:vegan=yes, diet:vegan=only"
ab66b790-ce82-47e9-ba00-232b3e67d3be,vegetarian|vegetarian diet|meat-free|veggie|Vegetarian-Friendly|Vegetarian Options Available|Offers Meat-Free Dishes|Vegetarian-Only|Fully Vegetarian|100% Meat-Free,,prop,"diet:vegetarian=yes, diet:vegetarian=only"
0e09bcad-a6b7-458c-aace-8e9086567f2b,halal|halal diet|halal food|halal-certified|Halal-Friendly|Halal Options Available|Halal-Compliant Choices|Halal-Only|Fully Halal|100% Halal-Compliant,,prop,"diet:halal=yes, diet:halal=only"
da88a593-6997-4fe5-bfbd-6f1266786896,kosher|kosher diet|kosher-certified|kosher food|Kosher-Friendly|Kosher Options Available|Kosher-Compliant Meals|osher-Only|Fully Kosher|100% Kosher-Compliant,,prop,"diet:kosher=yes, diet:kosher=only"
8872c315-d8c9-4358-ab21-4ea281f2d4c4,shape|Geometric Form|Object Outline|Contour Type|Structural Shape,,prop,shape=***example***
0921e460-9c54-44f7-ae79-0562261eede0,Shooting Range|Firing Range|Gun Range|Weapons Training Ground|Target Range|Shooting Ground|shooting gallery|gun practice arena|shooting practice|target practice|target shooting range|shooting pitch|outdoor shooting range|sports shooting range|public shooting range|recreational shooting range|shooting sports range|gun shooting sports field|shooting practice pitch|small arms shooting range|shooting range facility|indoor shooting range|sports centre shooting range|civilian shooting range|public gun range|shooting club facility|recreational firing range|target shooting centre|shooting practice range,,core,"leisure=shooting_ground, sport=shooting, military=range"
e2096dfa-f273-4a27-a998-f6bf0c5488e9,crop|crop type|type of crop,,prop,crop=***example***
7e25655c-68c9-44bf-8c68-a339832fcf4e,historic site|historic place|historical location|heritage site|old landmark|historic landmark|historical point of interest|historic area|heritage location|place of historical interest|historic feature|old historic site|historical attraction|historic spot,,core,historic=***any***
d03a57e1-dcca-43e4-97ea-36ef8340dada,craft workshop|artisan workshop|craftsman workshop|craftsperson studio|artisan studio|handicraft workshop|craftsman shop|craft production workshop|small workshop|maker workshop|artisan workspace|handicraft workspace|handmade crafts workshop|artisanal crafts workshop|crafts studio|handicraft production site|artisan crafts studio|craft maker space|handicraft maker space|maker space,,core,craft=handicraft
5144a432-1fde-47d3-b2f1-ccae88905c09,ground marker|survey marker|reference marker post|numbered marker post|location marker plate|small marker pole|identifier post|marker stake|marker sign plate,,core,marker=***any***
498fbb86-8ace-43cb-a236-686dc9889e63,public transport stop area|transit stop area|public transport stop cluster|transit stop cluster|public transport interchange area|transit interchange area|public transport stop area group|transit stop group|group of transit stops,,core,"type=public_transport AND public_transport=stop_area, type=public_transport AND public_transport=stop_area_group"
7804c7aa-8ac4-4f12-ad57-34f24acbdc1b,bus trap|car trap|bus only barrier|bus gate pit|road trap for cars|bus lane car trap|sunken bus barrier|bus only road obstacle|vehicle trap barrier|car blocking bus pass-through|access control for buses only|road restriction for cars|physical bus only access|traffic calming bus trap|barrier that buses can cross but cars cannot,,core,"barrier=bus_trap,barrier=cycle_barrier, barrier=motorcycle_barrier"
2d655dde-8886-4c71-ac92-ebd21c4fad9e,stile|field stile|footpath stile|fence stile|wall stile|pedestrian stile|rural stile|field crossing step|step over fence|footpath crossing in fence|field boundary crossing|farm stile|countryside stile|hiking trail stile|ladder stile,,core,barrier=stile
18b6c2d0-5fe8-4383-a0fb-d7c8944a09e0,wire gate|hampshire gate|new zealand gate|nz farm gate|wire farm gate|field wire gate|ranch wire gate|temporary wire gate|fence wire gate|farm paddock gate,,core,barrier=hampshire_gate
b55b52a4-68ed-45a2-a501-c681ae15304b,kissing gate|pedestrian kissing gate|footpath kissing gate|countryside kissing gate|public footpath gate|farmland kissing gate|walking trail kissing gate|field boundary kissing gate|stile alternative gate|livestock control kissing gate,,core,barrier=kissing_gate
e56abd6c-2fb1-420a-aa61-5f9380db071b,motorcycle barrier|motorbike barrier|motorcycle access barrier|motorbike access gate|motorcycle blocking gate|barrier blocking motorcycles|path blocked to motorcycles|anti motorcycle barrier|motorcycle restriction barrier|motorbike restriction gate|trail motorcycle barrier|motorcycle gate on path,,core,barrier=motorcycle_barrier
e0149377-403f-4829-bdfa-97d1a1fee611,fallen tree blocking road|fallen tree blocking path|downed tree across road|downed tree across trail|tree blocking track|tree blocking trail|log across road|log across path|tree blocking access|tree blocking driveway|tree blocking forest road|obstruction on path|road blocked by fallen tree,,core,barrier=log
ee3c7db4-3ae7-46a7-b067-6d1ff5d1c6f1,heritage railway|preserved railway line|historic railway line|steam train line|tourist railway|heritage train route|historic rail line|steam tourist train|heritage steam railway|preserved rail track|museum railway|tourist train track|historic steam train line|heritage rail attraction,,core,railway=***any*** AND railway:preserved=yes
ac9a3601-9941-4adc-8798-d93b33949510,jet bridge|jetway|airbridge|aerobridge|passenger boarding bridge|airport jet bridge|airplane boarding bridge|airport jetway|gate jet bridge|aircraft boarding corridor|enclosed boarding bridge|terminal to aircraft bridge,,core,aeroway=jet_bridge
9804f905-a84b-4fcb-8e5a-7577117d793b,tree stump|cut tree stump|removed tree stump|stump landmark|old tree stump|single tree stump|cut down tree|remains of tree|tree base stump|sawed off tree|chopped tree stump|stump in the ground,,core,natural=tree_stump
625144d8-801a-45b9-b8b7-8445ae7080d6,natural arch|rock arch|stone arch formation|natural rock bridge|rock bridge|natural stone arch|rock window|natural sandstone arch|coastal rock arch|desert rock arch|natural rock tunnel|natural land bridge,,core,natural=arch
4ad2b38f-be7b-4f42-8ba4-ee2cd7effd1d,cave entrance|cave mouth|cavern entrance|grotto entrance|cave opening|cave access point|rock shelter entrance|natural cave|cave hideout|mountain cave entrance|cliff cave entrance|hillside cave opening|rock cavity entrance|underground cave access|cave shelter|cave,,core,"natural=cave_entrance,natural=cave"
7c190761-8e50-4926-ab74-6e788dec07c0,roofer|roofing contractor|roofing company|roof repair service|roof installation service|roofing business|roofing firm|roof replacement service|roof maintenance company|roof leak repair|tile roofer|metal roofer|flat roof specialist|commercial roofing contractor|residential roofer,,core,craft=roofer
7986920f-f56e-4982-8f2b-67d0980ce2aa,blacksmith|blacksmith shop|blacksmith workshop|smithy|metal forge|blacksmith forge|metal working shop|farrier and blacksmith|ironworks workshop|custom metal work shop|horseshoe blacksmith|traditional blacksmith,,core,craft=blacksmith
857d0225-6f8b-4ae6-971c-6b9dba17776f,boat builder|custom boat builder|wooden boat builder|yacht builder|shipwright|boatbuilding workshop|boat construction yard|boat fabrication shop|sailboat builder|custom yacht yard|small boat yard|traditional boat builder|boat repair and construction|naval carpenter|bespoke boat builder,,core,craft=boatbuilder
e445bc80-6f0c-45eb-8204-15dbe22d70fa,saddler|saddle maker|horse saddle shop|saddle repair shop|horse tack shop|equestrian leather workshop|horse equipment shop|saddle and tack repair|equestrian saddlery|custom saddle maker|leather saddle workshop|bridle and saddle shop,,core,craft=saddler
cc18a2d8-2b39-4ba6-9e45-99d988deb58b,carpet fitter|carpet layer|carpet installer|carpet installation service|carpet fitting company|carpet laying service|carpet and vinyl installer|carpet specialist|carpet repair and installation|wall to wall carpet installer|residential carpet installer,,core,craft=carpet_layer
7af152c3-9a89-4037-b1d7-cb63fd84ee43,hvac company|hvac contractor|hvac workshop|air conditioning repair shop|heating and cooling installer|ventilation installer|air conditioning service company|boiler and furnace service|climate control contractor|heating and air business|ac installation company|hvac maintenance company|ventilation and ductwork contractor|heating system repair shop|cooling system service,,core,craft=hvac
1ae542be-c133-4849-a771-78278e34e3ca,sawmill|lumber mill|timber mill|wood processing plant|wood mill|logging mill|sawmill factory|timber yard with mill|industrial sawmill|log cutting facility|lumber processing facility|timber processing plant,,core,craft=sawmill
98c72e8f-b4be-4554-ad01-4f90aab9b727,electronics repair shop|electronic device repair|phone repair shop|smartphone repair shop|computer repair shop|laptop repair center|tablet repair shop|tech repair shop|gadget repair service|electronics service center|home electronics repair|consumer electronics repair|device repair workshop|electronics repair technician|mobile phone repair kiosk,,core,craft=electronics_repair
89dc330e-e722-46d6-929e-d28119e989f9,tiler|tile installer|tile contractor|tile fitting workshop|tiling company|tile laying service|bathroom tiler|floor tiler|wall tiler|ceramic tile installer|tile and grout contractor|tile renovation company|tile installation business|tiling specialist|tile works shop,,core,craft=tiler
82559026-0ca1-4e0a-9cd2-013b882e24f0,distillery|whiskey distillery|vodka distillery|rum distillery|gin distillery|tequila distillery|mezcal distillery|bourbon distillery|spirits production|liquor factory|alcohol production plant|craft distillery|industrial distillery|booze distillery|spirit stills site,,core,craft=distillery
3d5b469f-0567-4155-85de-51694f44c240,pottery workshop|pottery studio|ceramic workshop|ceramics studio|pottery maker|ceramic artist workshop|pottery kiln|ceramic kiln|clay pottery workshop|handmade pottery studio|ceramic vase workshop|artisan pottery|ceramic craft workshop,,core,craft=pottery
e59b646b-9b33-4aa1-9e64-50acc06004d0,carpenter|carpentry workshop|woodworking shop|woodworker|joinery workshop|custom furniture maker|cabinet maker|wood fabrication shop|timber workshop|carpentry business|wood shop|bespoke carpentry|furniture workshop|joiner|carpentry studio|joiner workshop|joinery shop|wood joiner|custom furniture workshop|fitted furniture maker|window and door joiner|cabinet maker workshop|bespoke joinery|wood craftsman workshop|joinery business|wood workshop|custom woodwork shop,,core,"craft=carpenter, craft=joiner"
81bdbcdb-0ecc-4ee3-bbf6-2089ce6f27ef,electrician|electrical repair shop|electrical workshop|electrical contractor office|wiring repair service|electrical installation company|electrical service company|power wiring technician|home electrician|industrial electrician|electrical maintenance company|electrician business|electrical wiring company|local electrician shop|electrical services office,,core,craft=electrician
fa9560d4-961d-48cc-9866-f05726d2bca9,sculptor|sculptor workshop|sculptor studio|sculpture studio|sculpture workshop|stone sculptor|metal sculptor|wood sculptor|artist studio|sculpture artist|sculptor business|artisan sculptor,,core,craft=sculptor
d9ed32fd-4693-4dd5-9508-954bd9ade247,sign maker|signmaking shop|sign shop|signage maker|custom sign shop|custom sign maker|sign fabrication shop|banner and sign shop|storefront sign maker|commercial signage company|neon sign maker|shop signage maker|advertising sign maker,,core,craft=signmaker
78da900a-5972-4d02-a6a6-0ca5b637faad,glazier|glass workshop|glass repair shop|window glass shop|stained glass studio|stained glass workshop|glass installation company|window installer|glass and glazing business|glass cutting shop|glass replacement service|window glass repair|glassworks shop|glaziery|glass panel workshop,,core,craft=glaziery
4dc2caf1-6c7d-4e53-a6fe-4e25d3cca8a2,painter|painting contractor|house painter|building painter|professional painter|painting services|paint company|commercial painter|residential painter|wall painter|exterior painter|interior painter|painting business|painting workshop|painting service provider,,core,craft=painter
c4b2f08a-56dd-4bfa-952c-5cabfaaeb57c,upholsterer|upholstery shop|upholstery workshop|upholstery service|furniture upholstery|car seat upholstery|sofa reupholstery|chair reupholstery|couch upholstery repair|furniture reupholstery|upholstery repair shop|upholstery fabric specialist|seat cushion reupholstery|custom upholstery|interior upholstery service,,core,craft=upholsterer
7232073b-c327-4992-bcb0-4a928c32ac18,insulation contractor|insulation company|insulation installer|insulation workshop|thermal insulation service|building insulation firm|home insulation business|industrial insulation contractor|insulation fitting company|insulation specialist|insulation and lagging workshop|pipe insulation contractor,,core,craft=insulation
8908d385-c816-4a22-b89b-8ab60f0993e0,metal construction workshop|metal fabrication workshop|metalworker|metal construction company|steel construction workshop|metal fabrication company|metalworks shop|metal structure fabricator|metal building construction yard|metalworking business|steel fabrication yard,,core,craft=metal_construction
f188e81e-1a43-4426-8d67-fb60ec1b8ae9,sailmaker|sail maker|sail repair shop|sail repair|sail loft|sailmaking workshop|boat sail repair|yacht sail repair|sailmaking shop|sail fabricator|custom sail maker|marine sail shop,,core,craft=sailmaker
95986eb4-122d-4058-a633-dca7f1fc6134,key cutter|key cutting shop|key duplication|key copying shop|key maker|key cutting service|key copy kiosk|key cutting kiosk|key duplication service|key copy service|place to copy keys|get a key cut|key cutting store|key cutting stand|key copy shop|key service,,core,craft=key_cutter
5bf7143a-52b8-47bc-a1cd-418d0d2f292e,window maker|window manufacturer|window construction workshop|window fabricator|window installation company|window contractor|custom window shop|glass and window company|uPVC window maker|double glazing company|window and door manufacturer|window frame factory|window repair workshop|residential window installer|commercial window installer,,core,craft=window_construction
3cbe99f0-d597-4ff7-ab34-f3db88703bd7,tinsmith|tinsmith workshop|tin workshop|metal tin workshop|tinware maker|tinware workshop|tin craftsman|tinworks|metal sheet worker|tin repair shop|tin utensil maker|tinware repair|metal artisan workshop|traditional tinsmith|tin fabrication shop,,core,craft=tinsmith
b3d15831-190e-41c5-a97e-588254176ef7,bookbinder|bookbinding workshop|bookbinding shop|bookbinding studio|book repair shop|book restoration shop|book repair service|book rebinding service|bindery|bookbinding and repair|custom bookbinding|hand bookbinding|leather bookbinding|thesis binding|document binding shop,,core,craft=bookbinder
93f7434a-9ce9-41ef-9820-9bc87860b532,gardener|gardening service|landscaper|landscaping company|groundskeeper|garden maintenance|garden care service|lawn care service|garden contractor|garden design service|landscape gardener|yard maintenance service,,core,craft=gardener
a7271221-e795-4854-a477-d600280217d1,flooring contractor|floor installer|flooring installer|flooring company|flooring service|hardwood flooring installer|laminate flooring installer|tile flooring installer|floor laying service|floor repair service|flooring specialist|floor covering installer|floor renovation service,,core,craft=floorer
7815d084-b4f1-4d11-a635-155adfc781b4,confectionery|confectionery workshop|candy maker|sweet factory|artisan confectioner|chocolate and candy maker|sweets production|candy production workshop|confectionery producer|artisan sweets maker|traditional confectionery shop|handmade candy workshop,,core,craft=confectionery
326d5f3c-2310-4140-a63e-e9bcfb5c530b,watchmaker|watch repair shop|watch fixing shop|watch service center|clock and watch repair|horologist shop|wristwatch repair|watch workshop|mechanical watch specialist|watch and clock workshop|luxury watch repair|antique watch repair|horology workshop|clockmaker|clock repair shop|clock workshop|clock service shop|horologist|horology shop,,core,"craft=watchmaker, craft=clockmaker"
e3316c45-89d0-454b-a9eb-139497051fe7,basket maker|basket weaver|basket workshop|basket weaving shop|basket making studio|traditional basket maker|handmade basket shop|wicker basket maker|basket craftsman|basket handicraft workshop|artisan basket maker|basketry workshop,,core,craft=basket_maker
d78910f9-b9d8-489c-b848-cf471ddce400,chimney sweep|chimney sweeper|chimney cleaning service|chimney cleaner|chimney maintenance|chimney inspection service|fireplace chimney service|flue cleaning|chimney repair service|chimney service company|stove chimney cleaning|wood stove chimney sweep,,core,craft=chimney_sweeper
d56ed757-5dbc-49fd-8940-80d183e710a3,caterer|catering company|catering service|event catering|wedding caterer|party caterer|corporate catering|food catering|banquet catering|office lunch catering,,core,craft=caterer
44ab3195-61e7-4d24-b4f6-25a7195e36ac,stone mason|stonemason workshop|stone masonry shop|stone carving workshop|stone cutter|stone yard|monument mason|headstone maker|gravestone workshop|stone sculptor workshop|masonry contractor|stone façade contractor,,core,craft=stonemason
58105e6b-5b4d-4d7d-a39c-a75f3b57a258,rigger workshop|rigging shop|boat rigging service|marine rigger|yacht rigging shop|sailboat rigging specialist|mast and rigging repair|sailing rigging service|nautical rigging workshop|ship rigging contractor|marina rigging service|boat mast service|sailing hardware and rigging|rope and rigging specialist|sailboat mast and rigging shop,,core,craft=rigger
ede80ff9-f5d1-4cb6-b99b-cf71d4b26ca3,brewery|beer brewery|craft brewery|microbrewery|beer production facility|beer factory|craft beer producer|brew house|beer plant|local brewery|brewing company|brewery with taproom|industrial brewery,,core,"craft=brewery, man_made=works AND product=beer"
6dbd7513-5438-4bb9-9f99-0e801236c0b3,parquet floor installer|parquet flooring workshop|parquet flooring contractor|parquet floor layer|wood parquet installer|parquet flooring company|parquet flooring specialist|parquet flooring shop|parquet flooring service|parquet floor fitting|parquet floor repair|parquet flooring business,,core,craft=parquet_layer
188d2965-b4d8-4263-afcd-ad0b44eb794b,plumber|plumbing service|plumbing company|plumbing contractor|pipe repair service|leak repair service|drain cleaning service|sewer repair service|emergency plumber|residential plumber|commercial plumber|plumbing workshop|pipe fitter|plumbing business|plumbing shop,,core,craft=plumber
